"filename", "language", "TypeScript", "JSON", "Shell Script", "JavaScript", "CSS", "HTML", "SCSS", "Markdown", "YAML", "XML", "Docker", "Log", "OpenVPN Configuration", "comment", "blank", "total"
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/icons/intro.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/icons/introB.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 1, 1, 62
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/icons/more1.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 1, 1, 46
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/icons/more2.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 1, 1, 111
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/icons/more3.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 1, 1, 149
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/icons/team1.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 175, 0, 0, 0, 1, 1, 177
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/icons/team2.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 0, 0, 0, 1, 1, 208
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/icons/team3.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 1, 1, 50
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/icons/team4.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 1, 1, 122
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/locales.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/sk.json", "JSON", 0, 322, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 322
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/technologies/angular.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 1, 1, 42
"/Users/meldiron/Desktop/eteam/AngularClient/src/assets/technologies/node.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 1, 1, 43
